Descrição,Beneficiario,Data,Valor R$ 
Pagamento de Boleto,"",2022-03-16 00:00:00,"1502,64"
Pagamento de Boleto,"",2022-03-16 00:00:00,"2457,99"
Telefone Pre-Pago,"",2022-03-17 00:00:00,"15,00"
Impostos,"",2022-03-17 00:00:00,"19,00"
Pgto conta água,"",2022-03-17 00:00:00,"27,89"
Pagamento de Boleto,"",2022-03-17 00:00:00,"32,00"
Pgto conta água,"",2022-03-17 00:00:00,"34,83"
Pagamento de Boleto,"",2022-03-17 00:00:00,"38,70"
Pagto conta telefone,"",2022-03-17 00:00:00,"39,99"
Pgto conta água,"",2022-03-17 00:00:00,"41,17"
Impostos,"",2022-03-17 00:00:00,"44,79"
Pagamento de Boleto,"",2022-03-17 00:00:00,"44,90"
Pgto conta água,"",2022-03-17 00:00:00,"45,66"
Pagamento de Boleto,"",2022-03-17 00:00:00,"49,60"
Pagamento de Boleto,"",2022-03-17 00:00:00,"49,90"
Pgto conta água,"",2022-03-17 00:00:00,"51,15"
Pagamento conta luz,"",2022-03-17 00:00:00,"51,57"
Pagto conta telefone,"",2022-03-17 00:00:00,"52,23"
Pgto conta água,"",2022-03-17 00:00:00,"55,73"
Pgto conta água,"",2022-03-17 00:00:00,"57,25"
Pagamento de Boleto,"",2022-03-17 00:00:00,"59,12"
Pagto conta telefone,"",2022-03-17 00:00:00,"64,99"
Pgto conta água,"",2022-03-17 00:00:00,"65,87"
Pagto conta telefone,"",2022-03-17 00:00:00,"65,99"
Pagamento de Boleto,"",2022-03-17 00:00:00,"66,74"
Pgto conta água,"",2022-03-17 00:00:00,"69,45"
Pgto conta água,"",2022-03-17 00:00:00,"69,66"
Pagamento conta luz,"",2022-03-17 00:00:00,"71,77"
Pagto conta telefone,"",2022-03-17 00:00:00,"75,94"
Pagto conta telefone,"",2022-03-17 00:00:00,"77,97"
Pagamento de Boleto,"",2022-03-17 00:00:00,"80,00"
Pgto conta água,"",2022-03-17 00:00:00,"80,52"
Pgto conta água,"",2022-03-17 00:00:00,"86,15"
Pagamento de Boleto,"",2022-03-17 00:00:00,"92,48"
Pagamento de Boleto,"",2022-03-17 00:00:00,"99,90"
Pagamento de Boleto,"",2022-03-17 00:00:00,"105,02"
Pgto conta água,"",2022-03-17 00:00:00,"105,54"
Pgto conta água,"",2022-03-17 00:00:00,"105,64"
Pgto conta água,"",2022-03-17 00:00:00,"106,43"
Pagamento de Boleto,"",2022-03-17 00:00:00,"110,05"
Pagamento conta luz,"",2022-03-17 00:00:00,"111,36"
Pagamento de Boleto,"",2022-03-17 00:00:00,"115,62"
Pgto conta água,"",2022-03-17 00:00:00,"117,63"
Pgto conta água,"",2022-03-17 00:00:00,"120,23"
Pagamento de Boleto,"",2022-03-17 00:00:00,"122,57"
Pagamento conta luz,"",2022-03-17 00:00:00,"123,31"
Pgto conta água,"",2022-03-17 00:00:00,"128,83"
Pagamento de Boleto,"",2022-03-17 00:00:00,"129,51"
Pgto conta água,"",2022-03-17 00:00:00,"134,06"
Pagamento conta luz,"",2022-03-17 00:00:00,"140,93"
Pagamento de Boleto,"",2022-03-17 00:00:00,"142,42"
Impostos,"",2022-03-17 00:00:00,"142,69"
Pagamento de Boleto,"",2022-03-17 00:00:00,"150,38"
Pgto conta água,"",2022-03-17 00:00:00,"151,22"
Pagamento de Boleto,"",2022-03-17 00:00:00,"154,19"
Pgto conta água,"",2022-03-17 00:00:00,"156,63"
Pagamento conta luz,"",2022-03-17 00:00:00,"159,92"
Pagamento de Boleto,"",2022-03-17 00:00:00,"172,33"
Pgto conta água,"",2022-03-17 00:00:00,"178,25"
Pagamento conta luz,"",2022-03-17 00:00:00,"208,86"
Pagamento de Boleto,"",2022-03-17 00:00:00,"214,98"
Pagamento de Boleto,"",2022-03-17 00:00:00,"219,81"
Pgto conta água,"",2022-03-17 00:00:00,"221,58"
Pagamento conta luz,"",2022-03-17 00:00:00,"222,92"
Pgto conta água,"",2022-03-17 00:00:00,"223,34"
Pagamento conta luz,"",2022-03-17 00:00:00,"224,01"
Pagamento conta luz,"",2022-03-17 00:00:00,"233,03"
INSS Arrecadação,"",2022-03-17 00:00:00,"242,40"
Pagamento de Boleto,"",2022-03-17 00:00:00,"250,00"
Pagamento conta luz,"",2022-03-17 00:00:00,"254,28"
Pagamento conta luz,"",2022-03-17 00:00:00,"257,18"
Pagamento de Boleto,"",2022-03-17 00:00:00,"261,00"
Pagamento conta luz,"",2022-03-17 00:00:00,"265,46"
Pagamento de Boleto,"",2022-03-17 00:00:00,"272,09"
Pagamento de Boleto,"",2022-03-17 00:00:00,"272,86"
Pagamento de Boleto,"",2022-03-17 00:00:00,"296,46"
Pagamento conta luz,"",2022-03-17 00:00:00,"303,42"
Pagamento conta luz,"",2022-03-17 00:00:00,"331,96"
Pagamento de Boleto,"",2022-03-17 00:00:00,"355,00"
Pagamento de Boleto,"",2022-03-17 00:00:00,"365,75"
Pagamento de Boleto,"",2022-03-17 00:00:00,"385,53"
Pagamento de Boleto,"",2022-03-17 00:00:00,"427,19"
Pagamento de Boleto,"",2022-03-17 00:00:00,"445,56"
Impostos,"",2022-03-17 00:00:00,"465,56"
Pagamento de Boleto,"",2022-03-17 00:00:00,"477,11"
Pagamento de Boleto,"",2022-03-17 00:00:00,"535,76"
Pagamento conta luz,"",2022-03-17 00:00:00,"539,65"
Pagamento de Boleto,"",2022-03-17 00:00:00,"585,25"
Pagamento de Boleto,"",2022-03-17 00:00:00,"671,44"
Pagamento de Boleto,"",2022-03-17 00:00:00,"703,16"
Pagamento de Boleto,"",2022-03-17 00:00:00,"722,00"
Pagamento de Boleto,"",2022-03-17 00:00:00,"726,10"
Pagamento de Boleto,"",2022-03-17 00:00:00,"827,77"
Pagamento de Boleto,"",2022-03-17 00:00:00,"892,20"
Impostos,"",2022-03-17 00:00:00,"999,69"
Pagamento de Boleto,"",2022-03-17 00:00:00,"1098,65"
Pagamento de Boleto,"",2022-03-17 00:00:00,"1101,87"
Pagamento de Boleto,"",2022-03-17 00:00:00,"1104,23"
Pagamento de Boleto,"",2022-03-17 00:00:00,"1112,69"
Pagamento de Boleto,"",2022-03-17 00:00:00,"1274,35"
Impostos,"",2022-03-17 00:00:00,"1308,22"
Pagamento de Boleto,"",2022-03-17 00:00:00,"1318,90"
Pagamento de Boleto,"",2022-03-17 00:00:00,"1345,46"
Pagamento de Boleto,"",2022-03-17 00:00:00,"1862,95"
Telefone Pre-Pago,"",2022-03-18 00:00:00,"20,00"
Pgto conta água,"",2022-03-18 00:00:00,"28,50"
Pgto conta água,"",2022-03-18 00:00:00,"29,11"
Pagamento de Boleto,"",2022-03-18 00:00:00,"30,00"
Pagamento conta luz,"",2022-03-18 00:00:00,"30,55"
Pgto conta água,"",2022-03-18 00:00:00,"34,83"
Pgto conta água,"",2022-03-18 00:00:00,"34,98"
Pagamento conta luz,"",2022-03-18 00:00:00,"37,06"
Pgto conta água,"",2022-03-18 00:00:00,"40,24"
Pagamento de Boleto,"",2022-03-18 00:00:00,"48,00"
Pagto conta telefone,"",2022-03-18 00:00:00,"50,99"
Pgto conta água,"",2022-03-18 00:00:00,"51,15"
Pagto conta telefone,"",2022-03-18 00:00:00,"54,99"
Pgto conta água,"",2022-03-18 00:00:00,"55,73"
Pagamento conta luz,"",2022-03-18 00:00:00,"57,82"
Pagto conta telefone,"",2022-03-18 00:00:00,"59,99"
INSS Arrecadação,"",2022-03-18 00:00:00,"60,60"
Pagto conta telefone,"",2022-03-18 00:00:00,"60,68"
Impostos,"",2022-03-18 00:00:00,"61,60"
Pagto conta telefone,"",2022-03-18 00:00:00,"75,99"
Pagamento conta luz,"",2022-03-18 00:00:00,"80,75"
Pagamento de Boleto,"",2022-03-18 00:00:00,"85,99"
Pagamento de Boleto,"",2022-03-18 00:00:00,"99,90"
Pagamento de Boleto,"",2022-03-18 00:00:00,"101,05"
Pgto conta água,"",2022-03-18 00:00:00,"106,43"
Pgto conta água,"",2022-03-18 00:00:00,"112,79"
Pagto conta telefone,"",2022-03-18 00:00:00,"119,90"
Pgto conta água,"",2022-03-18 00:00:00,"125,99"
Impostos,"",2022-03-18 00:00:00,"133,32"
Pgto conta água,"",2022-03-18 00:00:00,"135,25"
Pagamento conta luz,"",2022-03-18 00:00:00,"136,61"
Pagamento conta luz,"",2022-03-18 00:00:00,"142,80"
Pagamento de Boleto,"",2022-03-18 00:00:00,"149,73"
Impostos,"",2022-03-18 00:00:00,"160,82"
Pagamento de Boleto,"",2022-03-18 00:00:00,"175,74"
Pagamento de Boleto,"",2022-03-18 00:00:00,"181,11"
Pgto conta água,"",2022-03-18 00:00:00,"197,92"
Pagamento de Boleto,"",2022-03-18 00:00:00,"206,76"
Pagamento de Boleto,"",2022-03-18 00:00:00,"218,72"
Pagamento de Boleto,"",2022-03-18 00:00:00,"222,88"
Pagamento conta luz,"",2022-03-18 00:00:00,"231,82"
Pagamento conta luz,"",2022-03-18 00:00:00,"255,23"
Pagamento de Boleto,"",2022-03-18 00:00:00,"271,82"
Pagamento de Boleto,"",2022-03-18 00:00:00,"275,00"
Pagamento de Boleto,"",2022-03-18 00:00:00,"279,25"
Pagamento de Boleto,"",2022-03-18 00:00:00,"280,00"
Pagamento de Boleto,"",2022-03-18 00:00:00,"283,66"
Pgto conta água,"",2022-03-18 00:00:00,"288,30"
Pagamento conta luz,"",2022-03-18 00:00:00,"299,79"
Pagamento conta luz,"",2022-03-18 00:00:00,"324,49"
Pagamento conta luz,"",2022-03-18 00:00:00,"327,78"
Pagto conta telefone,"",2022-03-18 00:00:00,"335,88"
Pagamento conta luz,"",2022-03-18 00:00:00,"339,29"
Pagamento conta luz,"",2022-03-18 00:00:00,"340,30"
Pagamento de Boleto,"",2022-03-18 00:00:00,"342,48"
Pagamento conta luz,"",2022-03-18 00:00:00,"352,60"
Pagto conta telefone,"",2022-03-18 00:00:00,"355,84"
Pagamento de Boleto,"",2022-03-18 00:00:00,"398,11"
Pagamento conta luz,"",2022-03-18 00:00:00,"405,83"
Impostos,"",2022-03-18 00:00:00,"433,88"
Pagamento de Boleto,"",2022-03-18 00:00:00,"453,33"
Pagamento de Boleto,"",2022-03-18 00:00:00,"592,68"
Pagamento de Boleto,"",2022-03-18 00:00:00,"667,00"
Pagamento de Boleto,"",2022-03-18 00:00:00,"689,06"
Pagamento de Boleto,"",2022-03-18 00:00:00,"714,55"
Pagamento de Boleto,"",2022-03-18 00:00:00,"722,49"
Pagamento de Boleto,"",2022-03-18 00:00:00,"732,99"
Pagamento de Boleto,"",2022-03-18 00:00:00,"812,50"
Pagamento de Boleto,"",2022-03-18 00:00:00,"826,01"
Pagamento de Boleto,"",2022-03-18 00:00:00,"891,42"
Pagamento de Boleto,"",2022-03-18 00:00:00,"909,13"
Pagamento de Boleto,"",2022-03-18 00:00:00,"952,96"
Pagamento de Boleto,"",2022-03-18 00:00:00,"1046,17"
Pagamento conta luz,"",2022-03-18 00:00:00,"1066,12"
Pagamento de Boleto,"",2022-03-18 00:00:00,"1216,88"
Pagamento de Boleto,"",2022-03-18 00:00:00,"1358,99"
Pagamento conta luz,"",2022-03-18 00:00:00,"1437,09"
Pagamento de Boleto,"",2022-03-18 00:00:00,"1536,85"
Pagamento de Boleto,"",2022-03-21 00:00:00,"26,50"
Pagamento de Boleto,"",2022-03-21 00:00:00,"27,00"
Pagamento de Boleto,"",2022-03-21 00:00:00,"28,02"
Pagamento de Boleto,"",2022-03-21 00:00:00,"29,16"
Pgto conta água,"",2022-03-21 00:00:00,"34,24"
Pgto conta água,"",2022-03-21 00:00:00,"34,83"
Pgto conta água,"",2022-03-21 00:00:00,"34,97"
Pagto conta telefone,"",2022-03-21 00:00:00,"35,67"
Pagamento conta luz,"",2022-03-21 00:00:00,"35,89"
Pagamento conta luz,"",2022-03-21 00:00:00,"36,42"
Pgto conta água,"",2022-03-21 00:00:00,"36,42"
Pgto conta água,"",2022-03-21 00:00:00,"37,51"
Pagamento de Boleto,"",2022-03-21 00:00:00,"37,90"
Pagamento de Boleto,"",2022-03-21 00:00:00,"39,90"
Pagamento de Boleto,"",2022-03-21 00:00:00,"39,99"
Pgto conta água,"",2022-03-21 00:00:00,"42,68"
Pagamento de Boleto,"",2022-03-21 00:00:00,"43,19"
Pagto conta telefone,"",2022-03-21 00:00:00,"46,18"
Pagamento de Boleto,"",2022-03-21 00:00:00,"49,99"
Pagamento de Boleto,"",2022-03-21 00:00:00,"50,25"
Pagto conta telefone,"",2022-03-21 00:00:00,"50,99"
Pgto conta água,"",2022-03-21 00:00:00,"51,15"
Pagamento de Boleto,"",2022-03-21 00:00:00,"51,60"
Pagto conta telefone,"",2022-03-21 00:00:00,"52,99"
Pagamento de Boleto,"",2022-03-21 00:00:00,"54,00"
Pagto conta telefone,"",2022-03-21 00:00:00,"54,10"
Pagto conta telefone,"",2022-03-21 00:00:00,"54,99"
Pgto conta água,"",2022-03-21 00:00:00,"55,73"
Pgto conta água,"",2022-03-21 00:00:00,"56,91"
Pgto conta água,"",2022-03-21 00:00:00,"56,97"
Pagamento de Boleto,"",2022-03-21 00:00:00,"60,22"
Pagamento de Boleto,"",2022-03-21 00:00:00,"63,84"
Impostos,"",2022-03-21 00:00:00,"65,60"
Pgto conta água,"",2022-03-21 00:00:00,"65,87"
Impostos,"",2022-03-21 00:00:00,"66,60"
Pagto conta telefone,"",2022-03-21 00:00:00,"69,99"
Impostos,"",2022-03-21 00:00:00,"74,31"
Pagamento de Boleto,"",2022-03-21 00:00:00,"75,00"
Pagamento de Boleto,"",2022-03-21 00:00:00,"75,90"
Impostos,"",2022-03-21 00:00:00,"76,38"
Pagamento de Boleto,"",2022-03-21 00:00:00,"76,47"
Pgto conta água,"",2022-03-21 00:00:00,"78,01"
Pgto conta água,"",2022-03-21 00:00:00,"78,11"
Pgto conta água,"",2022-03-21 00:00:00,"78,64"
Pagto conta telefone,"",2022-03-21 00:00:00,"78,80"
Pagamento de Boleto,"",2022-03-21 00:00:00,"80,89"
Pgto conta água,"",2022-03-21 00:00:00,"81,84"
Pagamento de Boleto,"",2022-03-21 00:00:00,"81,87"
Pagamento de Boleto,"",2022-03-21 00:00:00,"82,99"
Pagamento conta luz,"",2022-03-21 00:00:00,"83,82"
Pagto conta telefone,"",2022-03-21 00:00:00,"84,54"
Pagamento de Boleto,"",2022-03-21 00:00:00,"85,75"
Pagamento conta luz,"",2022-03-21 00:00:00,"86,15"
Pagto conta telefone,"",2022-03-21 00:00:00,"86,27"
Pagamento de Boleto,"",2022-03-21 00:00:00,"89,90"
Pgto conta água,"",2022-03-21 00:00:00,"90,35"
Pgto conta água,"",2022-03-21 00:00:00,"90,51"
Pagamento de Boleto,"",2022-03-21 00:00:00,"91,51"
Pagamento conta luz,"",2022-03-21 00:00:00,"95,01"
Pagto conta telefone,"",2022-03-21 00:00:00,"96,87"
Pagamento de Boleto,"",2022-03-21 00:00:00,"97,00"
Pgto conta água,"",2022-03-21 00:00:00,"99,11"
Pagamento de Boleto,"",2022-03-21 00:00:00,"99,90"
Pagamento de Boleto,"",2022-03-21 00:00:00,"102,01"
Pagamento de Boleto,"",2022-03-21 00:00:00,"102,23"
Pagto conta telefone,"",2022-03-21 00:00:00,"106,67"
Pagamento de Boleto,"",2022-03-21 00:00:00,"108,25"
Pagamento conta luz,"",2022-03-21 00:00:00,"109,52"
Pagamento de Boleto,"",2022-03-21 00:00:00,"109,90"
Impostos,"",2022-03-21 00:00:00,"111,00"
Pgto conta água,"",2022-03-21 00:00:00,"111,44"
Pagamento de Boleto,"",2022-03-21 00:00:00,"112,30"
Pagamento de Boleto,"",2022-03-21 00:00:00,"112,67"
Pagamento de Boleto,"",2022-03-21 00:00:00,"113,33"
Pgto conta água,"",2022-03-21 00:00:00,"113,81"
Pagto conta telefone,"",2022-03-21 00:00:00,"113,83"
Pgto conta água,"",2022-03-21 00:00:00,"117,63"
Pagamento de Boleto,"",2022-03-21 00:00:00,"119,90"
Pagto conta telefone,"",2022-03-21 00:00:00,"119,90"
Pagamento de Boleto,"",2022-03-21 00:00:00,"122,16"
Pagamento conta luz,"",2022-03-21 00:00:00,"129,74"
Pagamento conta luz,"",2022-03-21 00:00:00,"132,23"
INSS Arrecadação,"",2022-03-21 00:00:00,"133,32"
Pgto conta água,"",2022-03-21 00:00:00,"134,28"
Pagamento conta luz,"",2022-03-21 00:00:00,"136,25"
Pagamento de Boleto,"",2022-03-21 00:00:00,"140,00"
Impostos,"",2022-03-21 00:00:00,"142,69"
Pagamento de Boleto,"",2022-03-21 00:00:00,"142,97"
Pagamento de Boleto,"",2022-03-21 00:00:00,"146,46"
Pagamento de Boleto,"",2022-03-21 00:00:00,"156,00"
Pagamento de Boleto,"",2022-03-21 00:00:00,"156,95"
Pagamento conta luz,"",2022-03-21 00:00:00,"157,68"
Pgto conta água,"",2022-03-21 00:00:00,"158,91"
Pagamento de Boleto,"",2022-03-21 00:00:00,"160,26"
Pagamento conta luz,"",2022-03-21 00:00:00,"160,45"
Pagamento de Boleto,"",2022-03-21 00:00:00,"162,45"
Pagamento de Boleto,"",2022-03-21 00:00:00,"167,00"
Pgto conta água,"",2022-03-21 00:00:00,"174,25"
Impostos,"",2022-03-21 00:00:00,"174,94"
Pagamento de Boleto,"",2022-03-21 00:00:00,"182,04"
Pagamento conta luz,"",2022-03-21 00:00:00,"184,13"
Pagamento Fatura de Água,"",2022-03-21 00:00:00,"193,28"
Pagamento de Boleto,"",2022-03-21 00:00:00,"196,50"
Pagto conta telefone,"",2022-03-21 00:00:00,"197,55"
Pagamento conta luz,"",2022-03-21 00:00:00,"198,53"
Pagamento de Boleto,"",2022-03-21 00:00:00,"200,00"
Pagamento de Boleto,"",2022-03-21 00:00:00,"200,09"
Pagamento conta luz,"",2022-03-21 00:00:00,"202,17"
Pagamento de Boleto,"",2022-03-21 00:00:00,"208,98"
Pagamento de Boleto,"",2022-03-21 00:00:00,"214,75"
Pagamento conta luz,"",2022-03-21 00:00:00,"215,58"
Pgto conta água,"",2022-03-21 00:00:00,"219,41"
Pagamento de Boleto,"",2022-03-21 00:00:00,"220,35"
Pagamento de Boleto,"",2022-03-21 00:00:00,"221,32"
Pagamento conta luz,"",2022-03-21 00:00:00,"221,38"
Pagamento conta luz,"",2022-03-21 00:00:00,"236,44"
Pagamento de Boleto,"",2022-03-21 00:00:00,"240,27"
Pagamento de Boleto,"",2022-03-21 00:00:00,"243,00"
Pagamento de Boleto,"",2022-03-21 00:00:00,"252,12"
Pagamento de Boleto,"",2022-03-21 00:00:00,"253,28"
Pagamento de Boleto,"",2022-03-21 00:00:00,"256,42"
Pagamento de Boleto,"",2022-03-21 00:00:00,"259,24"
Pagto conta telefone,"",2022-03-21 00:00:00,"267,11"
Pgto conta água,"",2022-03-21 00:00:00,"268,91"
Pagamento conta luz,"",2022-03-21 00:00:00,"276,83"
Pagamento conta luz,"",2022-03-21 00:00:00,"279,35"
Pagamento conta luz,"",2022-03-21 00:00:00,"309,28"
Pagamento de Boleto,"",2022-03-21 00:00:00,"320,22"
Impostos,"",2022-03-21 00:00:00,"323,10"
Pagamento de Boleto,"",2022-03-21 00:00:00,"350,72"
Pagamento de Boleto,"",2022-03-21 00:00:00,"354,79"
Pagto Energia Elétrica,"",2022-03-21 00:00:00,"360,30"
Pagamento conta luz,"",2022-03-21 00:00:00,"363,02"
Pagamento de Boleto,"",2022-03-21 00:00:00,"366,00"
Pagamento de Boleto,"",2022-03-21 00:00:00,"372,12"
Pagamento de Boleto,"",2022-03-21 00:00:00,"378,78"
Pagamento de Boleto,"",2022-03-21 00:00:00,"383,00"
Pagamento de Boleto,"",2022-03-21 00:00:00,"406,35"
Pagamento de Boleto,"",2022-03-21 00:00:00,"432,80"
Pagamento conta luz,"",2022-03-21 00:00:00,"434,53"
Pagamento conta luz,"",2022-03-21 00:00:00,"445,08"
Pagto cartão crédito,"",2022-03-21 00:00:00,"445,55"
Pagamento conta luz,"",2022-03-21 00:00:00,"447,82"
Pagamento de Boleto,"",2022-03-21 00:00:00,"481,99"
Pagamento de Boleto,"",2022-03-21 00:00:00,"482,10"
Pagamento de Boleto,"",2022-03-21 00:00:00,"490,39"
Pagamento de Boleto,"",2022-03-21 00:00:00,"498,18"
Pagamento conta luz,"",2022-03-21 00:00:00,"503,11"
Pagamento conta luz,"",2022-03-21 00:00:00,"507,54"
Pagamento de Boleto,"",2022-03-21 00:00:00,"509,45"
Pagamento de Boleto,"",2022-03-21 00:00:00,"511,64"
Pagamento de Boleto,"",2022-03-21 00:00:00,"547,48"
Pagamento de Boleto,"",2022-03-21 00:00:00,"550,00"
Pagamento de Boleto,"",2022-03-21 00:00:00,"574,22"
Pagamento de Boleto,"",2022-03-21 00:00:00,"590,77"
Pagamento de Boleto,"",2022-03-21 00:00:00,"593,00"
Pagamento de Boleto,"",2022-03-21 00:00:00,"597,00"
Pagamento de Boleto,"",2022-03-21 00:00:00,"599,67"
Pagamento de Boleto,"",2022-03-21 00:00:00,"639,26"
Pagamento de Boleto,"",2022-03-21 00:00:00,"641,35"
Pagamento de Boleto,"",2022-03-21 00:00:00,"653,47"
Pagamento de Boleto,"",2022-03-21 00:00:00,"686,00"
Pagamento de Boleto,"",2022-03-21 00:00:00,"687,75"
Pagamento de Boleto,"",2022-03-21 00:00:00,"691,95"
Pagamento de Boleto,"",2022-03-21 00:00:00,"706,97"
Pagamento de Boleto,"",2022-03-21 00:00:00,"723,00"
Impostos,"",2022-03-21 00:00:00,"768,66"
Pagamento de Boleto,"",2022-03-21 00:00:00,"800,00"
Pagamento de Boleto,"",2022-03-21 00:00:00,"816,57"
Pagamento de Boleto,"",2022-03-21 00:00:00,"818,99"
Pagamento de Boleto,"",2022-03-21 00:00:00,"885,88"
Impostos,"",2022-03-21 00:00:00,"897,70"
Pagamento de Boleto,"",2022-03-21 00:00:00,"900,63"
Pagamento de Boleto,"",2022-03-21 00:00:00,"960,00"
Pagamento de Boleto,"",2022-03-21 00:00:00,"1000,00"
Pagamento de Boleto,"",2022-03-21 00:00:00,"1007,05"
Pagamento de Boleto,"",2022-03-21 00:00:00,"1050,00"
Pagamento de Boleto,"",2022-03-21 00:00:00,"1050,75"
Pagamento de Boleto,"",2022-03-21 00:00:00,"1112,60"
Pagamento de Boleto,"",2022-03-21 00:00:00,"1137,69"
Pagamento de Boleto,"",2022-03-21 00:00:00,"1352,00"
Pagamento de Boleto,"",2022-03-21 00:00:00,"1478,77"
Pagamento de Boleto,"",2022-03-21 00:00:00,"1577,66"
Pagamento de Boleto,"",2022-03-21 00:00:00,"1598,31"
Pagamento de Boleto,"",2022-03-21 00:00:00,"1616,08"
Pagamento de Boleto,"",2022-03-21 00:00:00,"1646,35"
Pagamento de Boleto,"",2022-03-21 00:00:00,"1736,44"
Pagamento de Boleto,"",2022-03-21 00:00:00,"2000,00"
Impostos,"",2022-03-21 00:00:00,"2878,82"
Pagamento de Boleto,"",2022-03-21 00:00:00,"3690,36"
Impostos,"",2022-03-21 00:00:00,"4276,81"
Pagamento de Boleto,"",2022-03-21 00:00:00,"6360,23"
Pagamento de Boleto,"",2022-03-22 00:00:00,"10,00"
Impostos,"",2022-03-22 00:00:00,"17,60"
Telefone Pre-Pago,"",2022-03-22 00:00:00,"20,00"
Pagamento de Boleto,"",2022-03-22 00:00:00,"21,50"
Pagamento conta luz,"",2022-03-22 00:00:00,"26,39"
Pagamento de Boleto,"",2022-03-22 00:00:00,"29,16"
Pagto conta telefone,"",2022-03-22 00:00:00,"31,32"
Pgto conta água,"",2022-03-22 00:00:00,"34,83"
Pagto conta telefone,"",2022-03-22 00:00:00,"34,99"
Pgto conta água,"",2022-03-22 00:00:00,"45,22"
Pagamento conta luz,"",2022-03-22 00:00:00,"48,31"
Pagto conta telefone,"",2022-03-22 00:00:00,"52,99"
Pagto conta telefone,"",2022-03-22 00:00:00,"54,99"
Pagamento de Boleto,"",2022-03-22 00:00:00,"55,15"
Pgto conta água,"",2022-03-22 00:00:00,"55,73"
Pagamento de Boleto,"",2022-03-22 00:00:00,"55,90"
Pagto conta telefone,"",2022-03-22 00:00:00,"56,11"
Pagamento de Boleto,"",2022-03-22 00:00:00,"58,60"
Pagamento conta luz,"",2022-03-22 00:00:00,"62,04"
Pagamento de Boleto,"",2022-03-22 00:00:00,"64,73"
Pagamento de Boleto,"",2022-03-22 00:00:00,"64,78"
Pagamento de Boleto,"",2022-03-22 00:00:00,"65,38"
Pagamento conta luz,"",2022-03-22 00:00:00,"67,43"
Pagamento de Boleto,"",2022-03-22 00:00:00,"83,39"
Pgto conta água,"",2022-03-22 00:00:00,"84,73"
Pagamento de Boleto,"",2022-03-22 00:00:00,"84,88"
Pgto conta água,"",2022-03-22 00:00:00,"86,15"
Pgto conta água,"",2022-03-22 00:00:00,"96,29"
Pagamento de Boleto,"",2022-03-22 00:00:00,"101,95"
Pagamento de Boleto,"",2022-03-22 00:00:00,"102,28"
Pagamento de Boleto,"",2022-03-22 00:00:00,"103,07"
Pagamento conta luz,"",2022-03-22 00:00:00,"103,55"
Pagamento de Boleto,"",2022-03-22 00:00:00,"104,50"
Pagamento de Boleto,"",2022-03-22 00:00:00,"105,03"
Pagamento de Boleto,"",2022-03-22 00:00:00,"110,97"
Pgto conta água,"",2022-03-22 00:00:00,"111,38"
Pagamento de Boleto,"",2022-03-22 00:00:00,"111,50"
Pgto conta água,"",2022-03-22 00:00:00,"114,57"
Pgto conta água,"",2022-03-22 00:00:00,"115,44"
Pagamento conta luz,"",2022-03-22 00:00:00,"119,48"
Pagamento de Boleto,"",2022-03-22 00:00:00,"121,70"
Pagamento de Boleto,"",2022-03-22 00:00:00,"123,95"
Pagamento conta luz,"",2022-03-22 00:00:00,"127,93"
Pagamento conta luz,"",2022-03-22 00:00:00,"130,12"
Pagamento conta luz,"",2022-03-22 00:00:00,"133,60"
Pgto conta água,"",2022-03-22 00:00:00,"134,32"
Pagamento de Boleto,"",2022-03-22 00:00:00,"137,92"
Impostos,"",2022-03-22 00:00:00,"142,69"
Pagamento conta luz,"",2022-03-22 00:00:00,"146,86"
Pagamento de Boleto,"",2022-03-22 00:00:00,"151,22"
Pagamento conta luz,"",2022-03-22 00:00:00,"151,30"
Pagamento de Boleto,"",2022-03-22 00:00:00,"153,45"
Pagamento conta luz,"",2022-03-22 00:00:00,"157,49"
Pagamento conta luz,"",2022-03-22 00:00:00,"162,00"
Pagamento de Boleto,"",2022-03-22 00:00:00,"173,28"
Pagamento de Boleto,"",2022-03-22 00:00:00,"190,49"
Pagamento de Boleto,"",2022-03-22 00:00:00,"191,25"
Pagamento de Boleto,"",2022-03-22 00:00:00,"193,72"
Pagamento de Boleto,"",2022-03-22 00:00:00,"201,59"
Pagamento de Boleto,"",2022-03-22 00:00:00,"229,04"
Pagamento conta luz,"",2022-03-22 00:00:00,"304,20"
Pagamento de Boleto,"",2022-03-22 00:00:00,"328,55"
Pagamento de Boleto,"",2022-03-22 00:00:00,"330,03"
Pagamento de Boleto,"",2022-03-22 00:00:00,"358,59"
Pagamento de Boleto,"",2022-03-22 00:00:00,"388,44"
Pagamento de Boleto,"",2022-03-22 00:00:00,"398,00"
Pagamento de Boleto,"",2022-03-22 00:00:00,"416,15"
Pagamento de Boleto,"",2022-03-22 00:00:00,"418,50"
Pagamento de Boleto,"",2022-03-22 00:00:00,"432,45"
Pagamento conta luz,"",2022-03-22 00:00:00,"474,89"
Impostos,"",2022-03-22 00:00:00,"499,40"
Impostos,"",2022-03-22 00:00:00,"524,04"
Pagamento de Boleto,"",2022-03-22 00:00:00,"548,58"
Pagamento de Boleto,"",2022-03-22 00:00:00,"602,45"
Pagamento de Boleto,"",2022-03-22 00:00:00,"650,59"
Pagamento de Boleto,"",2022-03-22 00:00:00,"697,88"
